country_name,country_code,year,homicide_data,world_regions,zscore
angola,ago,2015,1254.0,,-0.14287801905211944
angola,ago,2016,1196.0,,-0.15072363757813423
angola,ago,2023,,africa,
anguilla,aia,1990,0.0,,-0.31250570235595587
anguilla,aia,1991,1.0,,-0.3123704330710246
anguilla,aia,1992,0.0,,-0.31250570235595587
anguilla,aia,1993,1.0,,-0.3123704330710246
anguilla,aia,1994,0.0,,-0.31250570235595587
anguilla,aia,1995,1.0,,-0.3123704330710246
anguilla,aia,1996,0.0,,-0.31250570235595587
anguilla,aia,1997,1.0,,-0.3123704330710246
anguilla,aia,1998,0.0,,-0.31250570235595587
anguilla,aia,1999,0.0,,-0.31250570235595587
anguilla,aia,2000,1.0,,-0.3123704330710246
anguilla,aia,2001,0.0,,-0.31250570235595587
anguilla,aia,2002,2.0,,-0.3122351637860933
anguilla,aia,2003,2.0,,-0.3122351637860933
anguilla,aia,2004,1.0,,-0.3123704330710246
anguilla,aia,2005,0.0,,-0.31250570235595587
anguilla,aia,2006,5.0,,-0.31182935593129946
anguilla,aia,2007,4.0,,-0.3119646252162307
anguilla,aia,2008,1.0,,-0.3123704330710246
anguilla,aia,2009,1.0,,-0.3123704330710246
anguilla,aia,2010,0.0,,-0.31250570235595587
anguilla,aia,2011,0.0,,-0.31250570235595587
anguilla,aia,2012,5.0,,-0.31182935593129946
anguilla,aia,2013,1.0,,-0.3123704330710246
anguilla,aia,2014,4.0,,-0.3119646252162307
anguilla,aia,2023,,north america,
antigua and barbuda,atg,1990,1.0,,-0.3123704330710246
antigua and barbuda,atg,1991,3.0,,-0.312099894501162
antigua and barbuda,atg,1992,2.0,,-0.3122351637860933
antigua and barbuda,atg,1993,4.0,,-0.3119646252162307
antigua and barbuda,atg,1994,5.0,,-0.31182935593129946
antigua and barbuda,atg,1995,7.0,,-0.31155881736143687
antigua and barbuda,atg,1996,3.0,,-0.312099894501162
antigua and barbuda,atg,1997,1.0,,-0.3123704330710246
antigua and barbuda,atg,2000,5.0,,-0.31182935593129946
antigua and barbuda,atg,2001,7.0,,-0.31155881736143687
antigua and barbuda,atg,2002,5.0,,-0.31182935593129946
antigua and barbuda,atg,2003,5.0,,-0.31182935593129946
antigua and barbuda,atg,2004,4.0,,-0.3119646252162307
antigua and barbuda,atg,2005,3.0,,-0.312099894501162
antigua and barbuda,atg,2006,11.0,,-0.3110177402217117
antigua and barbuda,atg,2007,17.0,,-0.310206124512124
antigua and barbuda,atg,2008,16.0,,-0.3103413937970553
antigua and barbuda,atg,2009,16.0,,-0.3103413937970553
antigua and barbuda,atg,2010,6.0,,-0.31169408664636816
antigua and barbuda,atg,2012,10.0,,-0.311153009506643
antigua and barbuda,atg,2017,20.0,,-0.3098003166573301
antigua and barbuda,atg,2018,12.0,,-0.3108824709367804
antigua and barbuda,atg,2019,3.0,,-0.312099894501162
antigua and barbuda,atg,2020,9.0,,-0.3112882787915743
antigua and barbuda,atg,2021,16.0,,-0.3103413937970553
antigua and barbuda,atg,2022,10.0,,-0.311153009506643
antigua and barbuda,atg,2023,10.0,north america,-0.311153009506643
argentina,arg,2001,3129.0,,0.11075189019404744
argentina,arg,2002,3570.0,,0.1704056448487459
argentina,arg,2003,2967.0,,0.08883826603517862
argentina,arg,2004,2338.0,,0.003753885813397833
argentina,arg,2005,2198.0,,-0.015183814076982629
argentina,arg,2006,2111.0,,-0.026952241866004773
argentina,arg,2007,2139.0,,-0.02316470188792868
argentina,arg,2008,2371.0,,0.00821777221613037
argentina,arg,2009,2642.0,,0.044875748432509695
argentina,arg,2010,2384.0,,0.009976272920237127
argentina,arg,2011,2511.0,,0.02715547210651083
argentina,arg,2012,2648.0,,0.045687364142097425
argentina,arg,2013,3072.0,,0.10304154095296397
argentina,arg,2014,3228.0,,0.12414354940224505
argentina,arg,2015,2837.0,,0.07125325899411104
argentina,arg,2016,2625.0,,0.04257617058867778
argentina,arg,2017,2317.0,,0.0009132308298407636
argentina,arg,2018,2384.0,,0.009976272920237127
argentina,arg,2019,2308.0,,-0.00030419273454083756
argentina,arg,2020,2419.0,,0.014710697892832242
argentina,arg,2021,2094.0,,-0.029251819709836684
argentina,arg,2022,1958.0,,-0.04764844246049199
argentina,arg,2023,2046.0,south america,-0.03574474538653856
armenia,arm,1990,178.0,,-0.28842776963818645
armenia,arm,1991,186.0,,-0.2873456153587361
armenia,arm,1992,305.0,,-0.27124857045191275
armenia,arm,1993,268.0,,-0.2762535339943704
armenia,arm,1994,157.0,,-0.2912684246217435
armenia,arm,1995,116.0,,-0.29681446530392636
armenia,arm,1996,114.0,,-0.29708500387378894
armenia,arm,1997,100.0,,-0.29897877386282695
armenia,arm,1998,93.0,,-0.299925658857346
armenia,arm,1999,90.0,,-0.30033146671213984
armenia,arm,2000,91.0,,-0.3001961974272086
armenia,arm,2001,88.0,,-0.3006020052820024
armenia,arm,2002,69.0,,-0.30317212169569696
armenia,arm,2004,83.0,,-0.3012783517066589
armenia,arm,2005,58.0,,-0.3046600838299411
armenia,arm,2006,79.0,,-0.301819428846384
armenia,arm,2007,77.0,,-0.3020899674162466
armenia,arm,2008,97.0,,-0.29938458171762083
armenia,arm,2009,97.0,,-0.29938458171762083
armenia,arm,2010,56.0,,-0.3049306223998037
armenia,arm,2011,71.0,,-0.3029015831258344
armenia,arm,2012,65.0,,-0.3037131988354221
armenia,arm,2013,63.0,,-0.30398373740528467
armenia,arm,2014,72.0,,-0.3027663138409031
armenia,arm,2015,75.0,,-0.3023605059861092
armenia,arm,2016,87.0,,-0.3007372745669337
armenia,arm,2017,70.0,,-0.30303685241076567
armenia,arm,2018,50.0,,-0.30574223810939144
armenia,arm,2019,73.0,,-0.3026310445559718
armenia,arm,2020,75.0,,-0.3023605059861092
armenia,arm,2021,90.0,,-0.30033146671213984
armenia,arm,2022,79.0,,-0.301819428846384
armenia,arm,2023,65.0,asia,-0.3037131988354221
aruba,abw,1990,0.0,,-0.31250570235595587
aruba,abw,1995,6.0,,-0.31169408664636816
aruba,abw,1999,2.0,,-0.3122351637860933
aruba,abw,2001,4.0,,-0.3119646252162307
aruba,abw,2002,5.0,,-0.31182935593129946
aruba,abw,2003,4.0,,-0.3119646252162307
aruba,abw,2004,2.0,,-0.3122351637860933
aruba,abw,2005,6.0,,-0.31169408664636816
aruba,abw,2006,5.0,,-0.31182935593129946
aruba,abw,2007,3.0,,-0.312099894501162
aruba,abw,2008,5.0,,-0.31182935593129946
aruba,abw,2009,4.0,,-0.3119646252162307
aruba,abw,2010,4.0,,-0.3119646252162307
aruba,abw,2011,2.0,,-0.3122351637860933
aruba,abw,2012,4.0,,-0.3119646252162307
aruba,abw,2013,6.0,,-0.31169408664636816
aruba,abw,2014,2.0,,-0.3122351637860933
aruba,abw,2023,,north america,
australia,aus,1990,374.0,,-0.2619149897916538
australia,aus,1991,340.0,,-0.2665141454793176
australia,aus,1992,301.0,,-0.2717896475916379
australia,aus,1993,333.0,,-0.2674610304738366
australia,aus,1994,320.0,,-0.2692195311779434
australia,aus,1995,356.0,,-0.26434983692041697
australia,aus,1996,354.0,,-0.26462037549027956
australia,aus,1997,364.0,,-0.26326768264096667
australia,aus,1998,334.0,,-0.26732576118890533
australia,aus,1999,385.0,,-0.2604270276574096
australia,aus,2000,362.0,,-0.26353822121082926
australia,aus,2001,347.0,,-0.26556726048479856
australia,aus,2002,366.0,,-0.2629971440711041
australia,aus,2003,302.0,,-0.2716543783067066
australia,aus,2004,263.0,,-0.2769298804190269
australia,aus,2005,259.0,,-0.277470957558752
australia,aus,2006,281.0,,-0.27449503329026365
australia,aus,2007,255.0,,-0.2780120346984772
australia,aus,2008,261.0,,-0.2772004189888894
australia,aus,2009,263.0,,-0.2769298804190269
australia,aus,2010,231.0,,-0.28125849753682813
australia,aus,2011,248.0,,-0.2789589196929962
australia,aus,2012,243.0,,-0.27963526611765266
australia,aus,2013,245.0,,-0.27936472754779007
australia,aus,2014,243.0,,-0.27963526611765266
australia,aus,2015,236.0,,-0.28058215111217166
australia,aus,2016,227.0,,-0.28179957467655325
australia,aus,2017,208.0,,-0.2843696910902478
australia,aus,2018,221.0,,-0.282611190386141
australia,aus,2019,225.0,,-0.28207011324641584
australia,aus,2020,221.0,,-0.282611190386141
australia,aus,2021,193.0,,-0.2863987303642171
australia,aus,2022,220.0,,-0.2827464596710723
australia,aus,2023,226.0,oceania,-0.28193484396148455
austria,aut,1990,89.0,,-0.30046673599707113
austria,aut,1991,103.0,,-0.2985729660080331
austria,aut,1992,97.0,,-0.29938458171762083
austria,aut,1993,80.0,,-0.3016841595614528
austria,aut,1994,88.0,,-0.3006020052820024
austria,aut,1995,78.0,,-0.3019546981313153
austria,aut,1996,99.0,,-0.29911404314775825
austria,aut,1997,66.0,,-0.3035779295504908
austria,aut,1998,77.0,,-0.3020899674162466
austria,aut,1999,60.0,,-0.30438954526007855
austria,aut,2000,82.0,,-0.3014136209915902
austria,aut,2001,70.0,,-0.30303685241076567
austria,aut,2002,65.0,,-0.3037131988354221
austria,aut,2003,50.0,,-0.30574223810939144
austria,aut,2004,59.0,,-0.30452481454500985
austria,aut,2005,54.0,,-0.30520116096966626
austria,aut,2006,61.0,,-0.30425427597514726
austria,aut,2007,45.0,,-0.30641858453404786
austria,aut,2008,58.0,,-0.3046600838299411
austria,aut,2009,51.0,,-0.30560696882446015
austria,aut,2010,61.0,,-0.30425427597514726
austria,aut,2011,77.0,,-0.3020899674162466
austria,aut,2012,81.0,,-0.3015488902765215
austria,aut,2013,61.0,,-0.30425427597514726
austria,aut,2014,42.0,,-0.30682439238884174
austria,aut,2015,44.0,,-0.30655385381897915
austria,aut,2016,54.0,,-0.30520116096966626
austria,aut,2017,70.0,,-0.30303685241076567
austria,aut,2018,86.0,,-0.300872543851865
austria,aut,2019,77.0,,-0.3020899674162466
austria,aut,2020,65.0,,-0.3037131988354221
austria,aut,2021,65.0,,-0.3037131988354221
austria,aut,2022,79.0,,-0.301819428846384
austria,aut,2023,80.0,europe,-0.3016841595614528
austria-hungary,owid_auh,2023,,europe,
azerbaijan,aze,1990,329.0,,-0.2680021076135618
azerbaijan,aze,1991,357.0,,-0.2642145676354857
azerbaijan,aze,1992,564.0,,-0.2362138256547089
azerbaijan,aze,1993,478.0,,-0.24784698415879972
azerbaijan,aze,1994,499.0,,-0.24500632917524265
azerbaijan,aze,1995,443.0,,-0.2525814091313948
azerbaijan,aze,1996,400.0,,-0.25839798838344025
azerbaijan,aze,1997,284.0,,-0.2740892254354698
azerbaijan,aze,1998,280.0,,-0.27463030257519494
azerbaijan,aze,1999,242.0,,-0.27977053540258395
azerbaijan,aze,2000,226.0,,-0.28193484396148455
azerbaijan,aze,2001,218.0,,-0.28301699824093485
azerbaijan,aze,2002,212.0,,-0.2838286139505226
azerbaijan,aze,2007,189.0,,-0.28693980750394227
azerbaijan,aze,2008,192.0,,-0.2865339996491484
azerbaijan,aze,2010,206.0,,-0.2846402296601103
azerbaijan,aze,2011,211.0,,-0.2839638832354539
azerbaijan,aze,2012,202.0,,-0.2851813067998355
azerbaijan,aze,2013,221.0,,-0.282611190386141
azerbaijan,aze,2014,236.0,,-0.28058215111217166
azerbaijan,aze,2015,211.0,,-0.2839638832354539
azerbaijan,aze,2016,169.0,,-0.28964519320256804
azerbaijan,aze,2017,182.0,,-0.28788669249846127
azerbaijan,aze,2018,197.0,,-0.2858576532244919
azerbaijan,aze,2019,168.0,,-0.28978046248749934
azerbaijan,aze,2020,219.0,,-0.2828817289560036
azerbaijan,aze,2021,174.0,,-0.28896884677791157
azerbaijan,aze,2022,184.0,,-0.2876161539285987
azerbaijan,aze,2023,223.0,asia,-0.28234065181627843
azerbaijan,aze,2024,206.0,,-0.2846402296601103
bahamas,bhs,1990,45.0,,-0.30641858453404786
bahamas,bhs,1991,28.0,,-0.3087181623778798
bahamas,bhs,1992,41.0,,-0.30695966167377303
bahamas,bhs,1993,35.0,,-0.30777127738336074
bahamas,bhs,1994,52.0,,-0.30547169953952885
bahamas,bhs,1995,40.0,,-0.3070949309587043
bahamas,bhs,1996,51.0,,-0.30560696882446015
bahamas,bhs,1997,46.0,,-0.30628331524911656
bahamas,bhs,2000,74.0,,-0.3024957752710405
bahamas,bhs,2001,43.0,,-0.30668912310391044
bahamas,bhs,2002,52.0,,-0.30547169953952885
bahamas,bhs,2003,50.0,,-0.30574223810939144
bahamas,bhs,2004,44.0,,-0.30655385381897915
bahamas,bhs,2005,52.0,,-0.30547169953952885
bahamas,bhs,2006,61.0,,-0.30425427597514726
bahamas,bhs,2007,78.0,,-0.3019546981313153
bahamas,bhs,2008,73.0,,-0.3026310445559718
bahamas,bhs,2009,87.0,,-0.3007372745669337
bahamas,bhs,2010,94.0,,-0.2997903895724147
bahamas,bhs,2011,127.0,,-0.2953265031696822
bahamas,bhs,2012,110.0,,-0.29762608101351407
bahamas,bhs,2013,119.0,,-0.2964086574491325
bahamas,bhs,2014,122.0,,-0.2960028495943386
bahamas,bhs,2015,146.0,,-0.2927563867559877
bahamas,bhs,2016,111.0,,-0.29749081172858277
bahamas,bhs,2017,122.0,,-0.2960028495943386
bahamas,bhs,2018,91.0,,-0.3001961974272086
bahamas,bhs,2019,95.0,,-0.2996551202874834
bahamas,bhs,2020,73.0,,-0.3026310445559718
bahamas,bhs,2021,119.0,,-0.2964086574491325
bahamas,bhs,2022,128.0,,-0.2951912338847509
bahamas,bhs,2023,,north america,
bahrain,bhr,1995,5.0,,-0.31182935593129946
bahrain,bhr,1996,8.0,,-0.3114235480765056
bahrain,bhr,1997,6.0,,-0.31169408664636816
bahrain,bhr,2001,9.0,,-0.3112882787915743
bahrain,bhr,2002,8.0,,-0.3114235480765056
bahrain,bhr,2007,4.0,,-0.3119646252162307
bahrain,bhr,2008,6.0,,-0.31169408664636816
bahrain,bhr,2009,13.0,,-0.3107472016518491
bahrain,bhr,2010,2.0,,-0.3122351637860933
bahrain,bhr,2011,12.0,,-0.3108824709367804
bahrain,bhr,2012,9.0,,-0.3112882787915743
bahrain,bhr,2013,11.0,,-0.3110177402217117
bahrain,bhr,2014,9.0,,-0.3112882787915743
bahrain,bhr,2015,3.0,,-0.312099894501162
bahrain,bhr,2016,4.0,,-0.3119646252162307
bahrain,bhr,2017,6.0,,-0.31169408664636816
bahrain,bhr,2018,5.0,,-0.31182935593129946
bahrain,bhr,2019,4.0,,-0.3119646252162307
bahrain,bhr,2020,0.0,,-0.31250570235595587
bahrain,bhr,2021,1.0,,-0.3123704330710246
bahrain,bhr,2022,3.0,,-0.312099894501162
bahrain,bhr,2023,,asia,
bangladesh,bgd,2000,3343.0,,0.13969951716934328
bangladesh,bgd,2001,3678.0,,0.18501472762132512
bangladesh,bgd,2002,3503.0,,0.16134260275834952
bangladesh,bgd,2003,3471.0,,0.15701398564054828
bangladesh,bgd,2004,3902.0,,0.21531504744593385
bangladesh,bgd,2005,3592.0,,0.17338156911723426
bangladesh,bgd,2006,4166.0,,0.25102613866779416
bangladesh,bgd,2007,3863.0,,0.21003954533361358
bangladesh,bgd,2008,4099.0,,0.24196309657739778
bangladesh,bgd,2009,4219.0,,0.2581954107691525
bangladesh,bgd,2010,3988.0,,0.2269482059500247
bangladesh,bgd,2011,3966.0,,0.22397228168153635
bangladesh,bgd,2012,4114.0,,0.24399213585136711
bangladesh,bgd,2013,4393.0,,0.2817322663471967
bangladesh,bgd,2014,4514.0,,0.2980998498238827
bangladesh,bgd,2015,4035.0,,0.2333058623417953
bangladesh,bgd,2016,3591.0,,0.17324629983230297
bangladesh,bgd,2017,3549.0,,0.16756498986518883
bangladesh,bgd,2018,3830.0,,0.20557565893088103
bangladesh,bgd,2023,,asia,
barbados,brb,1990,34.0,,-0.30790654666829204
barbados,brb,1991,21.0,,-0.3096650473723988
barbados,brb,1992,22.0,,-0.3095297780874675
barbados,brb,1993,21.0,,-0.3096650473723988
barbados,brb,1994,20.0,,-0.3098003166573301
barbados,brb,1995,17.0,,-0.310206124512124
barbados,brb,1998,20.0,,-0.3098003166573301
barbados,brb,1999,23.0,,-0.3093945088025362
barbados,brb,2000,20.0,,-0.3098003166573301
barbados,brb,2001,25.0,,-0.30912397023267363
barbados,brb,2002,25.0,,-0.30912397023267363
barbados,brb,2003,33.0,,-0.30804181595322333
barbados,brb,2004,22.0,,-0.3095297780874675
barbados,brb,2005,29.0,,-0.3085828930929485
barbados,brb,2006,35.0,,-0.30777127738336074
barbados,brb,2007,25.0,,-0.30912397023267363
barbados,brb,2008,23.0,,-0.3093945088025362
barbados,brb,2009,19.0,,-0.3099355859422614
barbados,brb,2010,31.0,,-0.3083123545230859
barbados,brb,2011,27.0,,-0.3088534316628111
barbados,brb,2012,22.0,,-0.3095297780874675
barbados,brb,2013,24.0,,-0.3092592395176049
barbados,brb,2014,25.0,,-0.30912397023267363
barbados,brb,2015,31.0,,-0.3083123545230859
barbados,brb,2016,22.0,,-0.3095297780874675
barbados,brb,2017,30.0,,-0.3084476238080172
barbados,brb,2018,28.0,,-0.3087181623778798
barbados,brb,2019,48.0,,-0.30601277667925403
barbados,brb,2020,41.0,,-0.30695966167377303
barbados,brb,2021,32.0,,-0.3081770852381546
barbados,brb,2022,43.0,,-0.30668912310391044
barbados,brb,2023,,north america,
belarus,blr,1990,508.0,,-0.24378890561086106
belarus,blr,1991,465.0,,-0.24960548486290648
belarus,blr,1992,594.0,,-0.2321557471067702
belarus,blr,1993,756.0,,-0.21024212294790137
belarus,blr,1994,829.0,,-0.20036746514791728
belarus,blr,1995,960.0,,-0.18264718882191844
belarus,blr,1996,970.0,,-0.18129449597260552
belarus,blr,1997,1021.0,,-0.1743957624411098
belarus,blr,1998,1036.0,,-0.17236672316714047
belarus,blr,1999,974.0,,-0.18075341883288037
belarus,blr,2000,1013.0,,-0.1754779167205601
belarus,blr,2001,969.0,,-0.18142976525753682
belarus,blr,2002,989.0,,-0.17872437955891105
belarus,blr,2007,649.0,,-0.2247159364355493
belarus,blr,2008,552.0,,-0.23783705707388433
belarus,blr,2009,487.0,,-0.24662956059441812
belarus,blr,2010,401.0,,-0.258262719098509
belarus,blr,2011,373.0,,-0.2620502590765851
belarus,blr,2012,340.0,,-0.2665141454793176
belarus,blr,2013,333.0,,-0.2674610304738366
belarus,blr,2014,340.0,,-0.2665141454793176
belarus,blr,2015,326.0,,-0.2684079154683557
belarus,blr,2016,307.0,,-0.27097803188205016
belarus,blr,2017,240.0,,-0.2800410739724465
belarus,blr,2018,226.0,,-0.28193484396148455
belarus,blr,2019,225.0,,-0.28207011324641584
belarus,blr,2023,,europe,
belgium,bel,1990,103.67,,-0.2984823355871291
belgium,bel,1991,102.23,,-0.2986771233574302
belgium,bel,1992,120.95,,-0.2961448823435165
belgium,bel,1993,144.71,,-0.29293088413354906
belgium,bel,1994,120.0,,-0.2962733881642012
belgium,bel,1995,142.0,,-0.2932974638957128
belgium,bel,1996,120.0,,-0.2962733881642012
belgium,bel,1997,145.0,,-0.292891656040919
belgium,bel,2000,212.0,,-0.2838286139505226
belgium,bel,2001,282.0,,-0.27435976400533235
belgium,bel,2002,319.0,,-0.2693548004628747
belgium,bel,2021,125.0,,-0.29559704173954476
belgium,bel,2023,,europe,
belize,blz,2000,41.0,,-0.30695966167377303
belize,blz,2001,64.0,,-0.3038484681203534
belize,blz,2002,87.0,,-0.3007372745669337
belize,blz,2003,67.0,,-0.3034426602655595
belize,blz,2004,79.0,,-0.301819428846384
belize,blz,2005,81.0,,-0.3015488902765215
belize,blz,2006,92.0,,-0.3000609281422773
belize,blz,2007,97.0,,-0.29938458171762083
belize,blz,2008,103.0,,-0.2985729660080331
belize,blz,2009,97.0,,-0.29938458171762083
belize,blz,2010,129.0,,-0.2950559645998196
belize,blz,2011,124.0,,-0.29573231102447606
belize,blz,2012,145.0,,-0.292891656040919
belize,blz,2013,99.0,,-0.29911404314775825
belize,blz,2014,123.0,,-0.29586758030940735
belize,blz,2015,119.0,,-0.2964086574491325
belize,blz,2016,138.0,,-0.293838541035438
belize,blz,2017,142.0,,-0.2932974638957128
belize,blz,2018,143.0,,-0.2931621946107815
belize,blz,2019,134.0,,-0.29437961817516317
belize,blz,2020,102.0,,-0.2987082352929644
belize,blz,2021,125.0,,-0.29559704173954476
belize,blz,2022,113.0,,-0.29722027315872024
belize,blz,2023,,north america,
benin,ben,2023,,africa,
bermuda,bmu,1990,1.0,,-0.3123704330710246
bermuda,bmu,1991,3.0,,-0.312099894501162
bermuda,bmu,1992,1.0,,-0.3123704330710246
bermuda,bmu,1993,3.0,,-0.312099894501162
bermuda,bmu,1994,6.0,,-0.31169408664636816
bermuda,bmu,1996,4.0,,-0.3119646252162307
bermuda,bmu,1997,2.0,,-0.3122351637860933
bermuda,bmu,1998,0.0,,-0.31250570235595587
bermuda,bmu,1999,2.0,,-0.3122351637860933
bermuda,bmu,2000,0.0,,-0.31250570235595587
bermuda,bmu,2001,3.0,,-0.312099894501162
bermuda,bmu,2002,1.0,,-0.3123704330710246
bermuda,bmu,2003,2.0,,-0.3122351637860933
bermuda,bmu,2004,1.0,,-0.3123704330710246
bermuda,bmu,2005,2.0,,-0.3122351637860933
bermuda,bmu,2006,3.0,,-0.312099894501162
bermuda,bmu,2007,3.0,,-0.312099894501162
bermuda,bmu,2008,5.0,,-0.31182935593129946
bermuda,bmu,2009,6.0,,-0.31169408664636816
bermuda,bmu,2010,7.0,,-0.31155881736143687
bermuda,bmu,2011,8.0,,-0.3114235480765056
bermuda,bmu,2012,6.0,,-0.31169408664636816
bermuda,bmu,2013,5.0,,-0.31182935593129946
bermuda,bmu,2014,4.0,,-0.3119646252162307
bermuda,bmu,2015,4.0,,-0.3119646252162307
bermuda,bmu,2016,8.0,,-0.3114235480765056
bermuda,bmu,2017,5.0,,-0.31182935593129946
bermuda,bmu,2018,5.0,,-0.31182935593129946
bermuda,bmu,2019,0.0,,-0.31250570235595587
bermuda,bmu,2020,7.0,,-0.31155881736143687
bermuda,bmu,2021,7.0,,-0.31155881736143687
bermuda,bmu,2022,9.0,,-0.3112882787915743
bermuda,bmu,2023,4.0,north america,-0.3119646252162307
bhutan,btn,1990,20.0,,-0.3098003166573301
bhutan,btn,1991,12.0,,-0.3108824709367804
bhutan,btn,1992,27.0,,-0.3088534316628111
bhutan,btn,1993,19.0,,-0.3099355859422614
bhutan,btn,1994,20.0,,-0.3098003166573301
bhutan,btn,1995,16.0,,-0.3103413937970553
bhutan,btn,1996,12.0,,-0.3108824709367804
bhutan,btn,1997,7.0,,-0.31155881736143687
bhutan,btn,1998,11.0,,-0.3110177402217117
bhutan,btn,1999,13.0,,-0.3107472016518491
bhutan,btn,2000,18.0,,-0.3100708552271927
bhutan,btn,2001,19.0,,-0.3099355859422614
bhutan,btn,2002,19.0,,-0.3099355859422614
bhutan,btn,2003,5.0,,-0.31182935593129946
bhutan,btn,2004,15.0,,-0.3104766630819865
bhutan,btn,2005,11.0,,-0.3110177402217117
